Nom;Adresse;lat;lon;Heure d'ouverture;heure fermeture;Categorie;Food;Tabac;Epicerie;Bar
Curio Parlor;16 rue des Bernardins 75005 Paris;48.8504505;2.3506555;;;Bar à Cocktails;0;0;0;4
;;;;;;Restaurant;0;0;0;4
;;;;;;Restaurant;0;0;0;4
La Tireuse;18 rue Laplace 75005 Paris;48.847518;2.3471903;18:00;02:00;Pubs;0;0;0;4
;;;;;;Bar à bières;0;0;0;4
L’International;5/7 rue Moret 75011 Paris;48.8667384;2.3797497;17:00;02:00;Salle de concert;0;0;0;4
;;;;;;Bar;0;0;0;4
Pop In;105 rue Amelot 75011 Paris;48.8613959;2.3674772;18:30;02:00;Bar;0;0;0;4
Pop In;105 rue Amelot 75011 Paris;48.8613959;2.3674772;18:30;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
djoon;22 bd Vincent Auriol 75013 Paris;48.8366809;2.3718387;10:00;15:30;Boîte de nuit. club;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
The Quiet Man;5 rue Haudriettes 75003 Paris;48.8614288;2.3574078;17:00;02:00;Pubs;0;0;0;4
The Quiet Man;5 rue Haudriettes 75003 Paris;48.8614288;2.3574078;17:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Bizart;30 bis rue des Boulets 75011 Paris;48.851242;2.389891;18:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Restaurant;0;0;0;4
Mister Lounge;11 rue des Halles 75001 Paris;48.859773;2.3465683;10:00;02:00;Nourriture;0;0;0;4
Mister Lounge;11 rue des Halles 75001 Paris;48.859773;2.3465683;10:00;02:00;Nourriture;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Pubs;0;0;0;4
Académie de la Bière;88 bis bd Port Royal 75005 Paris;48.8392082;2.3391601;10:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Face Bar;82 rue des Archives 75003 Paris;48.8629628;2.3605064;17:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
La Patache;60 rue Lancry 75010 Paris;48.8725991;2.3636089;16:30;02:00;Bar;0;0;0;4
La Patache;60 rue Lancry 75010 Paris;48.8725991;2.3636089;16:30;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
L’Éclair;32 rue Cler 75007 Paris;48.8570142;2.3059184;07:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
La Veraison;64 rue Croix Nivert 75015 Paris;48.8450201;2.2972328;12:30;14:00;Restaurant Français;0;0;0;4
La Veraison;64 rue Croix Nivert 75015 Paris;48.8450201;2.2972328;12:30;14:00;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Dude;214 rue Saint Maur 75010 Paris;48.8733411;2.3707246;18:00;02:00;Bar à Cocktails;0;0;0;4
Le Dude;214 rue Saint Maur 75010 Paris;48.8733411;2.3707246;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Pantalon;7 rue Royer-Collard 75005 Paris;48.8453508;2.3418946;17:30;02:00;Pubs;0;0;0;4
Le Pantalon;7 rue Royer-Collard 75005 Paris;48.8453508;2.3418946;17:30;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
O’Neil;20 rue des Canettes 75006 Paris;48.8518389;2.3336686;12:00;02:00;Brasserie;0;0;0;4
O’Neil;20 rue des Canettes 75006 Paris;48.8518389;2.3336686;12:00;02:00;Brasserie;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Pubs;0;0;0;4
La Féline;6 rue Victor Letalle 75020 Paris;48.8671419;2.385277;19:00;02:00;Bar;0;0;0;4
La Féline;6 rue Victor Letalle 75020 Paris;48.8671419;2.385277;19:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Prohibido;32 rue Durantin 75018 Paris;48.8865576;2.3358496;09:30;02:00;Bar;0;0;0;4
Prohibido;32 rue Durantin 75018 Paris;48.8865576;2.3358496;09:30;02:00;Bar;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
Chez Georges;11 rue des Cannettes 75006 Paris;48.8521834;2.3339463;15:00;02:00;Bar à vins;0;0;0;4
Chez Georges;11 rue des Cannettes 75006 Paris;48.8521834;2.3339463;15:00;02:00;Bar à vins;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Les Crocs de l’Ogre;81 ave Bosquet 75007 Paris;48.855254;2.3055992;12:00;14:30;Viandes et Barbecue;0;0;0;4
Les Crocs de l’Ogre;81 ave Bosquet 75007 Paris;48.855254;2.3055992;12:00;14:30;Viandes et Barbecue;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Why Paris;60 rue Jean-Jacques Rousseau 75001 Paris;48.8640001;2.3436599;11:00;00:00;Bar;0;0;0;4
Why Paris;60 rue Jean-Jacques Rousseau 75001 Paris;48.8640001;2.3436599;11:00;00:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
The Wall;51 rue Lacépède 75005 Paris;48.844187;2.3498093;14:00;01:30;Pubs;0;0;0;4
The Wall;51 rue Lacépède 75005 Paris;48.844187;2.3498093;14:00;01:30;Pubs;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Gentleman;3 rue Hautefeuilles 75006 Paris;48.8525113;2.3431431;00:00;14:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
Le Carmen;34 rue Duperré 75009 Paris;48.8820941;2.3342124;12:00;05:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Cinquante;50 rue Lancry 75010 Paris;48.8718713;2.3627842;17:30;02:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
Bob Cool;15 rue Grands Augustins 75006 Paris;48.8542933;2.3406295;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Le Pub St Hilaire;2 rue Valette 75005 Paris;48.8480914;2.3468264;15:00;02:00;Pubs;0;0;0;4
;;;;;;Burger;0;0;0;4
;;;;;;Salle de billard;0;0;0;4
Jefrey’s;14 rue Saint Sauveur 75002 Paris;48.8660302;2.3487594;19:00;02:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
La Petite Taverne;3 rue de la Huchette 75005 Paris;48.852815;2.3464142;18:00;02:00;Bar à vins;0;0;0;4
La Petite Taverne;3 rue de la Huchette 75005 Paris;48.852815;2.3464142;18:00;02:00;Bar à vins;0;0;0;4
;;;;;;Bar à bières;0;0;0;4
;;;;;;Bar à bières;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Hôtel Raphaël;17 ave Kléber 75116 Paris;48.8713566;2.293711;12:30;14:00;Hôtel;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Divan du Monde;75 rue des Martyrs 75018 Paris;48.8824834;2.3393934;;;Bar;0;0;0;4
Le Divan du Monde;75 rue des Martyrs 75018 Paris;48.8824834;2.3393934;;;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Le Kitch;10 rue Oberkampf 75011 Paris;48.8628454;2.3686458;17:30;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
WINE by ONE;9 rue des Capucines 75001 Paris;48.8686539;2.329434;12:00;23:00;Bar à vins;0;0;0;4
WINE by ONE;9 rue des Capucines 75001 Paris;48.8686539;2.329434;12:00;23:00;Bar à vins;0;0;0;4
;;;;;;Bar à Champagne;0;0;0;4
;;;;;;Bar à Champagne;0;0;0;4
Le Crocodile;6 rue Royer Collard 75005 Paris;48.8457998;2.3421666;18:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
Aux Folies Belleville;8 rue de Belleville 75020 Paris;48.8722401;2.3779013;09:00;02:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;;0;0;0;4
Le Mary Céleste;1 rue Commines 75003 Paris;48.8617169;2.3650486;17:00;02:00;Bar;0;0;0;4
Le Mary Céleste;1 rue Commines 75003 Paris;48.8617169;2.3650486;17:00;02:00;Bar;0;0;0;4
;;;;;;Restaurant de fruits de mer;0;0;0;4
;;;;;;Restaurant de fruits de mer;0;0;0;4
;;;;;;Assiettes et planches;0;0;0;4
;;;;;;Assiettes et planches;0;0;0;4
Les Cariatides;3 rue de Palestro 75002 Paris;48.8645151;2.3509724;18:00;04:00;Bar;0;0;0;4
Les Cariatides;3 rue de Palestro 75002 Paris;48.8645151;2.3509724;18:00;04:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
Les Papilles;30 rue Gay Lussac 75005 Paris;48.844553;2.3414253;09:00;01:00;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Le Trucmush;5 passage Thiéré 75011 Paris;48.8534251;2.3743223;18:00;02:00;Bar;0;0;0;4
Le Trucmush;5 passage Thiéré 75011 Paris;48.8534251;2.3743223;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Réservoir;16 rue de la Forge Royale 75011 Paris;48.8514015;2.3806698;20:00;01:00;Bar;0;0;0;4
Le Réservoir;16 rue de la Forge Royale 75011 Paris;48.8514015;2.3806698;20:00;01:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
La Trinquette;67 rue des Gravilliers 75003 Paris;48.8643407;2.3543246;19:00;00:00;Bar à vins;0;0;0;4
La Trinquette;67 rue des Gravilliers 75003 Paris;48.8643407;2.3543246;19:00;00:00;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
La Rhumerie;166 bd Saint Germain 75006 Paris;48.8534786;2.3355615;09:00;02:00;Bar;0;0;0;4
La Rhumerie;166 bd Saint Germain 75006 Paris;48.8534786;2.3355615;09:00;02:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le Komptoir;27 rue Quincampoix 75004 Paris;48.8601753;2.3500149;10:00;02:00;Bar à tapas;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
W.O.S. Bar;184 rue Saint-Jacques 75005 Paris;48.8463338;2.3427964;12:00;02:00;Pubs;0;0;0;4
W.O.S. Bar;184 rue Saint-Jacques 75005 Paris;48.8463338;2.3427964;12:00;02:00;Pubs;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
La Bellevilloise;19 - 21 rue Boyer 75020 Paris;48.8683252;2.3919799;;;Boîte de nuit. club;0;0;0;4
La Bellevilloise;19 - 21 rue Boyer 75020 Paris;48.8683252;2.3919799;;;Boîte de nuit. club;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bar;0;0;0;4
Le Verre à Pied;118 bis rue Mouffetard 75005 Paris;48.8403032;2.3495832;09:00;21:00;Bar tabac presse et PMU;0;0;0;4
Le Verre à Pied;118 bis rue Mouffetard 75005 Paris;48.8403032;2.3495832;09:00;21:00;Bar tabac presse et PMU;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Botzaris;58 ave Parmentier 75011 Paris;48.8625274;2.3765782;;;Bar à Cocktails;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le Falstaff;42 rue du Montparnasse 75014 Paris;48.8428597;2.3261023;11:00;04:30;Pubs;0;0;0;4
Le Falstaff;42 rue du Montparnasse 75014 Paris;48.8428597;2.3261023;11:00;04:30;Pubs;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Burger;0;0;0;4
;;;;;;Burger;0;0;0;4
The Lizard Lounge;18 rue Bourg Tibourg 75004 Paris;48.8573329;2.3564459;12:00;02:00;Pubs;0;0;0;4
The Lizard Lounge;18 rue Bourg Tibourg 75004 Paris;48.8573329;2.3564459;12:00;02:00;Pubs;0;0;0;4
;;;;;;Burger;0;0;0;4
;;;;;;Burger;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Guinness Tavern;31 rue des Lombards 75001 Paris;48.859499;2.3487335;19:00;06:00;Salle de concert;0;0;0;4
Guinness Tavern;31 rue des Lombards 75001 Paris;48.859499;2.3487335;19:00;06:00;Salle de concert;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Pubs;0;0;0;4
Bugsy’s;15 rue Montalivet 75008 Paris;48.8711309;2.3178648;09:00;02:00;Pubs;0;0;0;4
Bugsy’s;15 rue Montalivet 75008 Paris;48.8711309;2.3178648;09:00;02:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Floyd’s;11 rue d'Enghien 75010 Paris;48.8716068;2.3522648;11:30;02:00;Viandes et Barbecue;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Restaurant Américain (traditionnel);0;0;0;4
Chez Léa;5 rue Claude Bernard 75005 Paris;48.838595;2.349874;08:30;02:30;Restaurant Français;0;0;0;4
Chez Léa;5 rue Claude Bernard 75005 Paris;48.838595;2.349874;08:30;02:30;Restaurant Français;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Juvéniles;47 rue Richelieu 75001 Paris;48.8664125;2.3368268;12:00;23:00;Bar à vins;0;0;0;4
Juvéniles;47 rue Richelieu 75001 Paris;48.8664125;2.3368268;12:00;23:00;Bar à vins;0;0;0;4
;;;;;;Bistrot;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Chez Nous;10 rue Dauphine 75006 Paris;48.8558485;2.3399189;18:00;00:00;Bar à vins;0;0;0;4
Chez Nous;10 rue Dauphine 75006 Paris;48.8558485;2.3399189;18:00;00:00;Bar à vins;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
;;;;;;Bar à tapas;0;0;0;4
Red House;1 rue de la Forge Royale 75011 Paris;48.8506262;2.380144;17:00;02:00;Bar à Cocktails;0;0;0;4
Red House;1 rue de la Forge Royale 75011 Paris;48.8506262;2.380144;17:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
La Closerie des Lilas;171 bd Montparnasse 75006 Paris;48.8401545;2.3359814;12:00;14:30;Brasserie;0;0;0;4
La Closerie des Lilas;171 bd Montparnasse 75006 Paris;48.8401545;2.3359814;12:00;14:30;Brasserie;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Forum;4 bd Malesherbes 75008 Paris;48.8704389;2.3231158;12:00;01:00;Bar Lounge;0;0;0;4
Le Forum;4 bd Malesherbes 75008 Paris;48.8704389;2.3231158;12:00;01:00;Bar Lounge;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Zéro de Conduite;14 rue Jacob 75006 Paris;48.8551259;2.3358624;17:00;00:00;Pubs;0;0;0;4
Zéro de Conduite;14 rue Jacob 75006 Paris;48.8551259;2.3358624;17:00;00:00;Pubs;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Aux Deux Amis;45 rue Oberkampf 75011 Paris;48.8645978;2.3718683;12:00;14:30;Bistrot;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Assiettes et planches;0;0;0;4
;;;;;;;0;0;0;4
La Taverne de Cluny;51 rue de la Harpe 75005 Paris;48.8514874;2.3441263;09:00;02:00;Bar des sports;0;0;0;4
;;;;;;Pubs;0;0;0;4
Lèche Vin;13 rue Daval 75011 Paris;48.8551013;2.370891;18:30;01:30;Bar à vins;0;0;0;4
Lèche Vin;13 rue Daval 75011 Paris;48.8551013;2.370891;18:30;01:30;Bar à vins;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Gorille Blanc;4 impasse Guéménée 75004 Paris;48.8539299;2.3657331;19:30;22:30;Bistrot;0;0;0;4
Le Gorille Blanc;4 impasse Guéménée 75004 Paris;48.8539299;2.3657331;19:30;22:30;Bistrot;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
Les Parigots;5 rue Château d'eau 75010 Paris;48.8691242;2.3616275;07:00;02:00;Bar;0;0;0;4
Les Parigots;5 rue Château d'eau 75010 Paris;48.8691242;2.3616275;07:00;02:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Little Bastards;5 rue Blainville 75005 Paris;48.8444211;2.3488231;18:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Le Fumoir;6 rue de l'Amiral Coligny 75001 Paris;48.8604339;2.3407527;11:00;02:00;Bar Lounge;0;0;0;4
Le Fumoir;6 rue de l'Amiral Coligny 75001 Paris;48.8604339;2.3407527;11:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
;;;;;;Restaurant Européen moderne;0;0;0;4
Café La Liberté;196 rue Fbg St Antoine 75012 Paris;48.8499341;2.3838615;09:00;02:00;Bar;0;0;0;4
Café La Liberté;196 rue Fbg St Antoine 75012 Paris;48.8499341;2.3838615;09:00;02:00;Bar;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Salle de concert;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Les Souffleurs;7 rue de la Verrerie 75004 Paris;48.8570191;2.3550279;18:00;02:00;Bar gay;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Au Relais;48 rue Lamarck 75018 Paris;48.8893191;2.3423939;08:00;02:00;Restaurant Français;0;0;0;4
Au Relais;48 rue Lamarck 75018 Paris;48.8893191;2.3423939;08:00;02:00;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Café et thé;0;0;0;4
;;;;;;Café et thé;0;0;0;4
;;;;;;Café;0;0;0;4
;;;;;;Café;0;0;0;4
Le Rendez-Vous des Amis;23 rue Gabrielle18ème à Paris 75018 Paris;48.891305;2.3529867;08:30;02:00;Salle de concert;0;0;0;4
Le Rendez-Vous des Amis;23 rue Gabrielle18ème à Paris 75018 Paris;48.891305;2.3529867;08:30;02:00;Salle de concert;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
;;;;;;Bar tabac presse et PMU;0;0;0;4
Express de Lyon;1 rue Lyon 75012 Paris;48.8459342;2.372185;06:30;02:00;Bar des sports;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Bistrot;0;0;0;4
Cave La Bourgogne;144 rue Mouffetard 75005 Paris;48.8391426;2.3496366;07:00;02:00;Brasserie;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
Le Dragon;rue du Dragon 75006 Paris;48.8532698;2.3308671;08:00;22:00;Bar;0;0;0;4
Le Dragon;rue du Dragon 75006 Paris;48.8532698;2.3308671;08:00;22:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Bouledogue;20 rue Rambuteau 75003 Paris;48.8610287;2.3546922;09:30;23:30;Restaurant Français;0;0;0;4
Le Bouledogue;20 rue Rambuteau 75003 Paris;48.8610287;2.3546922;09:30;23:30;Restaurant Français;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Le Rosa Bonheur;Parc des Buttes Chaumont2 allée de la Cascade 75019 Paris;48.8906136;2.3867083;;;Bar à vins;0;0;0;4
;;;;;;Bar Lounge;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
Harry’s New York Bar;5 rue Daunou 75002 Paris;48.869219;2.3322079;12:00;02:00;Bar;0;0;0;4
Harry’s New York Bar;5 rue Daunou 75002 Paris;48.869219;2.3322079;12:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Tennessee;12 rue André Mazet 75006 Paris;48.8537516;2.3390726;18:00;02:00;Bar Lounge;0;0;0;4
Le Tennessee;12 rue André Mazet 75006 Paris;48.8537516;2.3390726;18:00;02:00;Bar Lounge;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Pubs;0;0;0;4
;;;;;;Jazz & Blues;0;0;0;4
;;;;;;Jazz & Blues;0;0;0;4
La Fourmi;74 rue Martyrs 75018 Paris;48.882548;2.339804;08:00;02:00;Bière. vins et liqueurs;0;0;0;4
;;;;;;Bar;0;0;0;4
Corcoran’s;28 rue Saint-André des Arts 75006 Paris;48.8533641;2.3423847;10:00;02:00;Pubs;0;0;0;4
Corcoran’s;28 rue Saint-André des Arts 75006 Paris;48.8533641;2.3423847;10:00;02:00;Pubs;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
;;;;;;Bar des sports;0;0;0;4
Le Mathurin;43 rue Mathurins 75008 Paris;48.8732068;2.3239015;;;Hôtel;0;0;0;4
Le Mathurin;43 rue Mathurins 75008 Paris;48.8732068;2.3239015;;;Hôtel;0;0;0;4
;;;;;;Spa;0;0;0;4
;;;;;;Spa;0;0;0;4
;;;;;;Bar;0;0;0;4
;;;;;;Bar;0;0;0;4
Sunset Boulevard;26 boulevard Poissonnière 75009 Paris;48.8714515;2.3446613;08:30;01:30;Bar;0;0;0;4
Sunset Boulevard;26 boulevard Poissonnière 75009 Paris;48.8714515;2.3446613;08:30;01:30;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Brasserie;0;0;0;4
Barber Shop;68 ave République 75011 Paris;48.8643802;2.3774722;09:00;02:00;Bar;0;0;0;4
Barber Shop;68 ave République 75011 Paris;48.8643802;2.3774722;09:00;02:00;Bar;0;0;0;4
;;;;;;Burger;0;0;0;4
;;;;;;Burger;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
;;;;;;Petit déjeuner & brunch;0;0;0;4
L’imprévu Café;7 rue Quincampoix 75004 Paris;48.85943;2.3495983;15:00;02:00;Bar gay;0;0;0;4
L’imprévu Café;7 rue Quincampoix 75004 Paris;48.85943;2.3495983;15:00;02:00;Bar gay;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Taverne de la Butte;13 rue Butte aux Cailles 75013 Paris;48.8276344;2.3501143;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
Troll Café;27 rue de Cotte 75012 Paris;48.8500534;2.3779879;17:00;02:00;Bar;0;0;0;4
Troll Café;27 rue de Cotte 75012 Paris;48.8500534;2.3779879;17:00;02:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Inside Bar;14 rue Claude Tilier 75012 Paris;48.8480742;2.3880737;15:00;02:00;Bar à Cocktails;0;0;0;4
Inside Bar;14 rue Claude Tilier 75012 Paris;48.8480742;2.3880737;15:00;02:00;Bar à Cocktails;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Ground Control;34 quai d'Austerlitz 75013 Paris;48.8408473;2.3696501;11:00;02:00;Pubs;0;0;0;4
Ground Control;34 quai d'Austerlitz 75013 Paris;48.8408473;2.3696501;11:00;02:00;Pubs;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
;;;;;;Boîte de nuit. club;0;0;0;4
Wine Touch;61 rue Quincampoix 75004 Paris;48.8616959;2.3507989;11:00;21:00;Bar à vins;0;0;0;4
Wine Touch;61 rue Quincampoix 75004 Paris;48.8616959;2.3507989;11:00;21:00;Bar à vins;0;0;0;4
;;;;;;Bière. vins et liqueurs;0;0;0;4
;;;;;;Bière. vins et liqueurs;0;0;0;4
Pi Hour;32 rue de la Rochefoucauld 75009 Paris;48.8791503;2.3349047;12:00;22:30;Pizza;0;0;0;4
;;;;;;Bar à vins;0;0;0;4
;;;;;;Salade;0;0;0;4
Le Richer;2 rue Richer 75009 Paris;48.8740464;2.3478912;08:00;01:00;Bar;0;0;0;4
Le Richer;2 rue Richer 75009 Paris;48.8740464;2.3478912;08:00;01:00;Bar;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Brasserie;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Le Dernier Bar Avant La Fin du Monde;19 ave Victoria 75001 Paris;48.8578201;2.3462717;10:00;01:00;Bar;0;0;0;4
Le Dernier Bar Avant La Fin du Monde;19 ave Victoria 75001 Paris;48.8578201;2.3462717;10:00;01:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Le Saint Regis;6 rue Jean du BellayL'Île Saint-Louis 75004 Paris;48.8518928;2.3563946;07:00;00:00;Bar;0;0;0;4
Le Saint Regis;6 rue Jean du BellayL'Île Saint-Louis 75004 Paris;48.8518928;2.3563946;07:00;00:00;Bar;0;0;0;4
;;;;;;;0;0;0;4
;;;;;;;0;0;0;4
Bloody Mary;41 Rue Amelot 75011 Paris;48.8572555;2.3688034;;;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
The Brooklyn;58 rue Quincampoix 75004 Paris;48.8613517;2.3508139;06:00;02:00;Bar à vins;0;0;0;4
The Brooklyn;58 rue Quincampoix 75004 Paris;48.8613517;2.3508139;06:00;02:00;Bar à vins;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
The Moose;16 rue des Quatre Vents 75006 Paris;48.8517986;2.3377353;11:30;02:00;Bar;0;0;0;4
;;;;;;Restaurant Français;0;0;0;4
Josephine;25 rue Moret 75011 Paris;48.8673925;2.3788639;18:00;02:00;Bar à vins;0;0;0;4
Josephine;25 rue Moret 75011 Paris;48.8673925;2.3788639;18:00;02:00;Bar à vins;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
;;;;;;Bar à Cocktails;0;0;0;4
